Attention,Accuracy,Precision,Recall,F1_Score,Alpha,Epsilon
0,0.48372,0.4813561025065982,0.5235219848486898,0.4794207847570063,0.7,0.7
1,0.5790799999999999,0.5570310340379089,0.5956627802905612,0.5583839410730276,0.7,0.7
