Attention,Accuracy,Precision,Recall,F1_Score,Alpha,Epsilon
0,0.0024069344264714427,0.002844816770013646,0.003395542389427846,0.002649461531536894,0.1443375672974066,0.14433756729740643
1,0.0065442086356309395,0.004226144326774147,0.004803890862740867,0.005880084166918554,0.1443375672974066,0.14433756729740643
