Attention,Accuracy,Precision,Recall,F1_Score,Alpha,Epsilon
0,0.002154065922853801,0.0021808090555291634,0.0022373180910109374,0.00214109274945895,0.1443375672974066,0.14433756729740643
1,0.00415812457725837,0.0027691549541554714,0.0029194670741015645,0.0031200247598839937,0.1443375672974066,0.14433756729740643
